title,ratings
Oklahoma!,
From Here to Eternity,
A Man for All Seasons,
Five Days One Summer,
The Search,
The Nun's Story,
The Sundowners,
High Noon,
The Day of the Jackal,
Julia,
Silent Rage,
The Nest,
My Way,
Hostage,
The Ultimate Gift,
One Night with the King,
California Suite,
The Last of Sheila,
Undercover Blues,
Pennies from Heaven,
The Turning Point,
The Secret of My Success,
Boys on the Side,
The Goodbye Girl,
My Blue Heaven,
Steel Magnolias,
"Play It Again, Sam",
True Colors,
Funny Lady,
The Seven-Per-Cent Solution,
Footloose,
Life Actually,
Das Kleine Gespenst,
"Lila, Lila",
Heidi,
Janosik: A True Story,
To Kill a Priest,
The Third Miracle,
Spoor,
Golden Dreams,
Total Eclipse,
Angry Harvest,
Mr. Jones,
Burning Bush,
The Secret Garden,
In Darkness,
Charlatan,
Rosemary's Baby,
Europa Europa,
Janosik: A True Story,
Spoor,
Panther,
USS Indianapolis: Men of Courage,
Baadasssss!,
All Things Fall Apart,
Hard Luck,
We the Party,
Redemption Road,
Red Sky,
New Jack City,
Joanna,
The Collector,
Case Unknown,
The Piano,
Bright Star,
An Angel at My Table,
Holy Smoke!,
8,
In the Cut,
To Each His Own Cinema,
The Portrait of a Lady,
Kabul Express,
Bajrangi Bhaijaan,
New York,
Tubelight,
Ek Tha Tiger,
Wilbur Wants to Kill Himself,
The Riot Club,
Their Finest,
One Day,
The Kindness of Strangers,
Just like Home,
Italian for Beginners,
An Education,
Druids,
Shadow of the Wolf,
The Sun King,
Player,
Clash of Egos,
At World's End,
Min søsters børn,
Kærlighed ved første hik,
Kudrat,
Max Pinlig,
Max Embarrassing Goes to the Festival,
Max Embarrassing 2,
What a Circus!,
Max et Jérémie,
Les Marins perdus,
Little Zizou,
Czech-Made Man,
The Legend of the White Horse,
My Father's Bike,
Edi,
Hope,
Day & Night,
Daybreak in Udi,
The Storm,
Crusade in Jeans,
Knielen op een bed violen,
Mijn Franse tante Gazeuse,
The Flying Liftboy,
Twin Sisters,
Tow Truck Pluck,
Bride Flight,
Isabelle,
Dead End,
Brotherhood of Tears,
Big Nothing,
The Dead Girl,
The Keeping Hours,
The Trials of Cate McCall,
Blue Car,
Dead Presidents,
Menace II Society,
Broken City,
The Book of Eli,
From Hell,
Dead Presidents,
Menace II Society,
Broken City,
Alpha,
The Book of Eli,
From Hell,
Deadline,
Lion's Den,
White Elephant,
El Bonaerense,
Familia rodante,
Carancho,
The Clan,
7 Days in Havana,
Death Train,
Buffalo Dreams,
The Equalizer,
Return to Halloweentown,
Pistol Whipped,
Hard Target 2,
Redbad,
Deadwater,
12 Rounds 2: Reloaded,
Michiel de Ruyter,
The Marine 2,
Dead in Tombstone,
Dead Again in Tombstone,
The Scorpion King 3: Battle for Redemption,
Death Race 3: Inferno,
Death Race 2,
Debtocracy,
DonT Stop,
Deep Blue,
Deep Blue,
Bears,
Monkey Kingdom,
Chimpanzee,
African Cats,
DeepStar Six,
Friday the 13th Part 3,
The New Kids,
Spring Break,
Friday the 13th,
Friday the 13th,
Baadshaho,
Once Upon a Time in Mumbaai,
Once Upon A Time In Mumbai Dobaara!,
The Dirty Picture,
Defendor,
The Ex,
Our Idiot Brother,
"Juliet, Naked",
Sweet Smell of Success,
Don't Make Waves,
The Ladykillers,
"Yours, Mine and Ours",
Show Dogs,
Big Momma's House,
Beverly Hills Chihuahua,
The Smurfs 2,
Tom and Jerry Meet Sherlock Holmes,
The Smurfs,
Beverly Hills Chihuahua,
The Smurfs,
Scooby-Doo 2: Monsters Unleashed,
Scooby-Doo,
Catch the Heat,
Deliver Us from Evil,
Janis: Little Girl Blue,
West of Memphis,
Every Secret Thing,
Doraemon: Nobita's Great Battle of the Mermaid King,
Doraemon: Nobita and the Island of Miracles—Animal Adventure,
8-Ball,
Naked Harbour,
Tears of April,
Restless,
The Unknown Soldier,
The Unknown Soldier,
Nearest to Heaven,
The Missionaries,
Bastard Brood,
France Shop,
Passe-passe,
Venus Beauty Institute,
Dementia 13,
Finian's Rainbow,
Gardens of Stone,
Jack,
Supernova,
Twixt,
Captain EO,
You're a Big Boy Now,
The Conversation,
One from the Heart,
Tucker: The Man and His Dream,
Tetro,
The Cotton Club,
The Outsiders,
Apocalypse Now Redux,
Youth Without Youth,
The Rainmaker,
Rumble Fish,
The Godfather Saga,
New York Stories,
Bram Stoker's Dracula,
The Godfather trilogy,
The Godfather Part II,
The Godfather,
Johnny Eager,
Little Caesar,
Desire Me,
Anthony Adverse,
Waterloo Bridge,
Gold Diggers of 1933,
Mister Roberts,
Gypsy,
Million Dollar Mermaid,
Random Harvest,
Blossoms in the Dust,
Thirty Seconds Over Tokyo,
Madame Curie,
I Am a Fugitive from a Chain Gang,
Quo Vadis,
The Bad Seed,
The Wizard of Oz,
Swing Girls,
Wood Job!,
Waterboys,
Inazuma Eleven: Saikyō Gundan Ōga Shūrai,
The Dudesons Movie,
Mr. Vampire,
Helmiä ja sikoja,
The House,
The Last Wedding,
The Land of Happiness,
Vendeta,
The Magic Crystal,
Second Chorus,
The Farmer's Daughter,
The Glass Key,
"Smash-Up, the Story of a Woman",
The Star,
The Lone Ranger,
The Hurricane,
Fermat's Room,
Aadukalam,
Princess,
The Guardian Angel,
Garbage Prince,
Sibelius,
Under the North Star II,
Under the North Star,
Canned Dreams,
Grave Encounters,
Marley,
Black Sea,
My Enemy's Enemy,
Whitney,
One Day in September,
The Mauritanian,
How I Live Now,
Life in a Day,
Touching the Void,
State of Play,
The Eagle,
Everything Must Go,
De l'autre côté du lit,
The Final Lesson,
La Croisière,
Valo,
P2,
Amityville: The Awakening,
Wrong Turn at Tahoe,
Maniac,
Taboo,
In the Realm of the Senses,
"Merry Christmas, Mr. Lawrence",
Shadowzone,
The Forsaken,
Swing Time,
Vivacious Lady,
I Remember Mama,
Alice Adams,
The More the Merrier,
The Talk of the Town,
Penny Serenade,
A Place in the Sun,
Woman of the Year,
The Greatest Story Ever Told,
The Diary of Anne Frank,
Shane,
The Banger Sisters,
Hurricane,
Everlasting Moments,
Flight of the Eagle,
Il Capitano: A Swedish Requiem,
Hamsun,
The Last Sentence,
The New Land,
The Emigrants,
Between Strangers,
Monkeybone,
James and the Giant Peach,
Coraline,
The Nightmare Before Christmas,
Gone Fishin',
The Amazing Panda Adventure,
That Was Then... This Is Now,
September Dawn,
Pure Country 2: The Gift,
Young Guns,
The Principal,
Pure Country,
16 Wishes,
All of My Heart,
Zapped,
R.L. Stine's The Haunting Hour,
"Wedding March 4: Something Old, Something New",
Darrow & Darrow,
The Holcroft Covenant,
The Fourth War,
The Train,
Grand Prix,
George Wallace,
Path to War,
Dead Bang,
Year of the Gun,
Andersonville,
Birdman of Alcatraz,
Reindeer Games,
The Island of Dr. Moreau,
Seconds,
Seven Days in May,
Climax!,
Ronin,
The Manchurian Candidate,
The Albanian,
Age of Cannibals,
Das kalte Herz,
Curveball,
The Assault,
The Rose Garden,
The Architect,
Heartbreaker,
Un plan parfait,
Odd Job,
A Long Way Down,
One 2 Ka 4,
The Pacifier,
Bringing Down the House,
Disenchanted,
What Men Want,
The Wedding Planner,
Rock of Ages,
Bedtime Stories,
A Walk to Remember,
Cheaper by the Dozen 2,
Hairspray,
The Beekeeper,
Trilogy: The Weeping Meadow,
Eternity and a Day,
To Each His Own Cinema,
Landscape in the Mist,
Lumière and Company,
Ulysses' Gaze,
The Lair of the White Worm,
Altered States,
The Boy Friend,
Prisoner of Honor,
Whore,
Gothic,
Tommy,
The Devils,
August,
Girls Against Boys,
XX/XY,
Chill Factor,
Swing Vote,
Neverwas,
Jobs,
The Commander,
Virtual Weapon,
Cannibal Apocalypse,
"Yor, the Hunter from the Future",
Boom Town,
Desire Me,
Viva Villa!,
Libeled Lady,
Dragon Seed,
Northwest Passage,
A Star Is Born,
Boom Town,
Viva Villa!,
The Polar Bear,
Military Academy,
Teufelskicker,
More Ants in the Pants,
The Polar Bear,
Rabbit Without Ears and Two-Eared Chick,
Honig im Kopf,
Zweiohrküken,
Kokowääh 2,
1½ Knights – In Search of the Ravishing Princess Herzelinde,
Kokowääh,
Head Full of Honey,
Keinohrhasen,
Barfuss,
Schutzengel,
"Berlin, I Love You",
Klassentreffen,
Conni und Co 2 - Das Geheimnis des T-Rex,
The Conqueror,
The Enemy Below,
Fireproof,
Courageous,
Overcomer,
Dragonfly,
Liar Liar,
Patch Adams,
The Nutty Professor,
Ace Ventura: Pet Detective,
Büyü,
An American Haunting,
Getaway,
Dungeons & Dragons,
The Best Man,
Papillon,
Islands in the Stream,
Patton,
The Boys from Brazil,
Nicholas and Alexandra,
Planet of the Apes,
Twelve Angry Men,
The Vanishing Point,
Flight of the Navigator,
Love Wrecked,
Grandview,
Shadow of Doubt,
Summer Lovers,
It's My Party,
White Fang,
"Honey, I Blew Up the Kid",
Big Top Pee-wee,
Grease,
The Blue Lagoon,
Vertical Limit,
No Escape,
Cast a Deadly Spell,
Beyond Borders,
Edge of Darkness,
Edge of Darkness,
The Foreigner,
Green Lantern,
The Legend of Zorro,
The Mask of Zorro,
Casino Royale,
GoldenEye,
Beau Travail,
35 Shots of Rum,
Let the Sunshine In,
White Material,
Bastards,
High Life,
Nénette et Boni,
Vendredi soir,
Trouble Every Day,
Ice and the Sky,
March of the Penguins,
The Reivers,
Even Money,
Cinderella Liberty,
For the Boys,
The River,
The Fox,
On Golden Pond,
James Dean,
Intersection,
The Rose,
Winners and Sinners,
A Kid from Tibet,
Winners and Sinners,
Ghost of Mae Nak,
Chandramukhi,
Apthamitra,
Affliction,
Cat People,
Forever Mine,
The Comfort of Strangers,
First Reformed,
The Canyons,
Light of Day,
Adam Resurrected,
Auto Focus,
Light Sleeper,
American Gigolo,
Touch,
The Exorcist series,
Dying of the Light,
Dog Eat Dog,
The Emerald Forest,
Zardoz,
In My Country,
The Tiger's Tail,
Queen and Country,
Hope and Glory,
Lumière and Company,
Point Blank,
The Exorcist series,
The Tailor of Panama,
Exorcist II: The Heretic,
Excalibur,
The General Died at Dawn,
The North Star,
Two Arabian Knights,
A Walk in the Sun,
Mutiny on the Bounty,
The Front Page,
The Strange Love of Martha Ivers,
Of Mice and Men,
All Quiet on the Western Front,
Ocean's 11,
An Eye for an Eye,
Lone Wolf McQuade,
Big Man Japan,
R100,
Symbol,
Holy Man,
Man of the House,
Don't Tell Mom the Babysitter's Dead,
Picture This,
Dolly Parton's Christmas of Many Colors,
Life or Something Like It,
Dead like Me: Life After Death,
Critters,
The Mighty Ducks,
The Cutting Edge: Fire and Ice,
The Chaperone,
Mr. Holland's Opus,
The Mighty Ducks,
Bill & Ted,
The Three Musketeers,
Bill & Ted's Excellent Adventure,
101 Dalmatians,
The Gathering,
Firefly,
Loose Cannons,
Turk 182,
From the Hip,
Baby Geniuses,
Superbabies: Baby Geniuses 2,
A Christmas Story,
The Karate Dog,
Tribute,
Rhinestone,
Porky's,
Porky's II: The Next Day,
Captain from Castile,
Twelve O'Clock High,
The Gunfighter,
State Fair,
In Old Chicago,
Prince of Foxes,
Wilson,
The Song of Bernadette,
The Bravados,
Alexander's Ragtime Band,
Seventh Heaven,
The Snows of Kilimanjaro,
Der Hauptmann von Köpenick,
Nikolaikirche,
Abgehauen,
"Objective, Burma!",
The Roaring Twenties,
San Antonio,
Blackbeard the Pirate,
Every Night at Eight,
Captain Horatio Hornblower R.N.,
Band of Angels,
Serenata,
The Life of General Villa,
Dark Command,
The Thief of Bagdad,
Distant Drums,
The Sea Hawk,
Anthony Adverse,
Yankee Doodle Dandy,
Passage to Marseille,
Romance on the High Seas,
Black Legion,
We're No Angels,
Captains of the Clouds,
Life with Father,
This Is the Army,
The Man in the Net,
The Boy from Oklahoma,
Night and Day,
The Exile,
Mission to Moscow,
The Charge of the Light Brigade,
The Comancheros,
Captain Blood,
White Christmas,
The Adventures of Robin Hood,
Angels with Dirty Faces,
King Creole,
Mildred Pierce,
Casablanca,
Jack the Giant Killer,
20 Million Miles to Earth,
The 7th Voyage of Sinbad,
First Men in the Moon,
Lost in Space,
Witch Way Love,
3615 code Père Noël,
The Morning After,
The Pawnbroker,
Gloria,
Night Falls on Manhattan,
Long Day's Journey into Night,
Critical Care,
A Stranger Among Us,
Equus,
Fail-Safe,
Running on Empty,
Network,
Q & A,
Find Me Guilty,
The Verdict,
The Anderson Tapes,
Family Business,
Prince of the City,
Dog Day Afternoon,
Serpico,
The Wiz,
Murder on the Orient Express,
12 Angry Men,
The Horseman on the Roof,
Lovers Like Us,
That Man from Rio,
Cyrano de Bergerac,
The Jazz Singer,
Direct Action,
Lady Sings the Blues,
Ladybugs,
The Entity,
Iron Eagle II,
Global Heresy,
Top of the World,
The Ipcress File,
Superman IV: The Quest for Peace,
The Jazz Singer,
10 Rillington Place,
Mr. Majestyk,
Between Heaven and Hell,
The Incredible Sarah,
Amityville 3-D,
The Boston Strangler,
Million Dollar Mystery,
The Vikings,
Fantastic Voyage,
Barabbas,
The Narrow Margin,
Tora! Tora! Tora!,
Doctor Dolittle,
Conan the Destroyer,
"20,000 Leagues Under the Sea",
King of Jazz,
King of Jazz,
The Jolson Story,
Disraeli,
Dangerous,
Smart Money,
Winnie Mandela,
Prey,
Dangerous Ground,
Legionnaire,
Mo' Money,
Rambo III,
The NeverEnding Story III,
Impossibly Yours,
Tatort: Nachbarn,
Romy,
Tatort: Wir – Ihr – Sie,
Three Days with the Family,
The Major and the Minor,
"One, Two, Three",
Stalag 17,
Sabrina,
Ace in the Hole,
The Fortune Cookie,
Buddy Buddy,
The Lost Weekend,
Irma la Douce,
The Front Page,
Fedora,
Five Graves to Cairo,
Avanti!,
"Kiss Me, Stupid",
The Apartment,
Double Indemnity,
Love in the Afternoon,
Some Like It Hot,
Witness for the Prosecution,
The Seven Year Itch,
Sunset Boulevard,
The Ride,
Kooky,
Three Brothers,
Accumulator 1,
Barefoot,
Dark Blue World,
Empties,
Kolya,
The Elementary School,
Trilogy about maturation,
Every Which Way but Loose,
Forced Vengeance,
The Enforcer,
The Southerner,
This Land Is Mine,
La Grande Illusion,
The River,
The Diary of a Chambermaid,
La Chienne,
China Strike Force,
The Myth,
Rumble in the Bronx,
Kung Fu Yoga,
Once a Cop,
Supercop,
First Strike,
The Butcher's Wife,
Mrs. Santa Claus,
The Golden Girls,
Inside Daisy Clover,
"Same Time, Next Year",
Clara's Heart,
Love with the Proper Stranger,
Summer of '42,
Bloodbrothers,
The Pursuit of Happiness,
To Kill a Mockingbird,
X,
The Raven,
The Premature Burial,
The Haunted Palace,
House of Usher,
Battle Beyond the Stars,
The Wasp Woman,
Creature from the Haunted Sea,
The Masque of the Red Death,
Tales of Terror,
A Bucket of Blood,
The Trip,
Bloody Mama,
The Pit and the Pendulum,
Von Richthofen and Brown,
Frankenstein Unbound,
The Little Shop of Horrors,
Jackpot,
The Names of Love,
The Very Private Life of Mister Sim,
The Navigator,
The General,
One Week,
"Sherlock, Jr.",
The Navigator,
At Dawn,
Restless Souls,
The Gold of Valhalla,
Folle embellie,
Not Safe for Work,
Hidalgo,
The Rocketeer,
The Nutcracker and the Four Realms,
Captain America,
The Wolfman,
"Honey, I Shrunk the Kids",
Jumanji,
Marvel Cinematic Universe Phase One,
Captain America: The First Avenger,
Cecilie,
Bora Bora,
Ninna,
La Zizanie,
Arlette,
The Wing or the Thigh,
La Totale!,
My New Partner III,
The Under-Gifted,
My New Partner,
My New Partner II,
Asterix films,
Asterix & Obelix Take On Caesar,
Le Ruffian,
The Flame and the Arrow,
The Comedy of Terrors,
Cat People,
I Walked with a Zombie,
Marie Antoinette,
Days of Glory,
Experiment Perilous,
Out of the Past,
The Last Joint Venture,
Bitter Flowers,
Suburban Commando,
The War Wagon,
Support Your Local Sheriff!,
Hannie Caulder,
Return of the Seven,
Pygmalion,
Pygmalion,
The Browning Version,
The V.I.P.s,
The Yellow Rolls-Royce,
Libel,
Leap of Faith,
The Long Walk Home,
No Mercy,
Country,
A Family Thing,
Water Easy Reach,
O' Horten,
Eggs,
1001 Grams,
Betrayal of the Dove,
The Swimmer,
Diary of a Mad Housewife,
Monsignor,
Hello Again,
David and Lisa,
Last Summer,
Mommie Dearest,
Atonement,
Darkest Hour,
Pan,
Anna Karenina,
Hanna,
Black Mirror,
The Departure,
The Shout,
Essential Killing,
11 Minutes,
Four Nights with Anna,
Moonlighting,
Deep End,
The Guru,
Woo,
Madeline,
Some Girl(s),
Frenemies,
When Time Ran Out,
Rollercoaster,
Where No Man Has Gone Before,
Après Lui,
3 Dancing Slaves,
Notre Paradis,
Day of the Wacko,
Nic śmiesznego,
Telling Secrets,
The Devil and the Maiden,
The Death of Mr. Lazarescu,
Bridges of Sarajevo,
Sieranevada,
Aurora,
What Have They Done to Your Daughters?,
Herman,
Sophie's World,
Der Tod zu Basel,
Mein Kampf,
The Naked Prey,
Beach Red,
The Tower,
Westen,
Bornholmer Straße,
Paula,
NSU German History X,
"Through a Glass, Darkly",
Okay,
The Day Will Come,
Ice Kiss,
The Foster Boy,
Heidi,
Vietnam in HD,
What's in a Name?,
What's in a Name?,
Nobody from Nowhere,
The Forest for the Trees,
Everyone Else,
Toni Erdmann,
The Willi Busch Report,
Big Wednesday,
Flight of the Intruder,
Red Dawn,
Conan the Barbarian,
1911,
Three Dragons Movies,
Police Story 2,
Armour of God,
The Young Master,
Crime Story,
Miracles,
Chinese Zodiac,
Who Am I?,
Project A,
Armour of God II: Operation Condor,
Police Story,
Legendary Amazons,
Royal Tramp,
The Medallion,
Painted Skin,
Fist of Legend,
The Four II,
The Four,
Beast Cops,
The King of Fighters,
Wonder Man,
Pin Up Girl,
Coquette,
The Zodiac,
Billboard Dad,
Back to School,
Moving,
Girls Just Want to Have Fun,
Police Academy: Mission to Moscow,
Police Academy,
The Last Circus,
The Day of the Beast,
Perdita Durango,
Mi Gran Noche,
Crimen Ferpecto,
800 Bullets,
Acción mutante,
The Bar,
The Oxford Murders,
Perfectos desconocidos,
Witching & Bitching,
As Luck Would Have It,
La comunidad,
The Boondock Saints II: All Saints Day,
The Boondock Saints,
The Thin Man,
Fury,
Wind Chill,
Criminal,
Magic Mike XXL,
Picture Perfect,
Clean and Sober,
Love Affair,
The Most Dangerous Man in America,
The Knack ...and How to Get It,
A Funny Thing Happened on the Way to the Forum,
Butch and Sundance: The Early Days,
Robin and Marian,
Help!,
Juggernaut,
A Hard Day's Night,
The Four Musketeers,
The Return of the Musketeers,
The Three Musketeers,
The Musketeers film trilogy,
Superman III,
Superman II,
Night Must Fall,
How the West Was Won,
"What Next, Corporal Hargrove?",
Apache Trail,
Fiesta,
Two Girls and a Sailor,
Fun in Acapulco,
White Cargo,
Vengeance Valley,
Knights of the Round Table,
Jailhouse Rock,
Above Suspicion,
Ivanhoe,
The Prisoner of Zenda,
The Thin Man Goes Home,
The Big One,
Slacker Uprising,
Bowling for Columbine,
Canadian Bacon,
Where to Invade Next,
Michael Moore in TrumpLand,
Sicko,
Fahrenheit 9/11,
Fahrenheit 11/9,
Captain Mike Across America,
Capitalism: A Love Story,
The Trigger Effect,
Premium Rush,
Mortdecai,
Ghost Town,
Stir of Echoes,
Secret Window,
Aliens in the Attic,
Like Mike,
Adventures in Babysitting,
When Zachary Beaver Came to Town,
Judy Moody and the Not Bummer Summer,
Drive Me Crazy,
The Answer Man,
Man About Town,
Black or White,
The Search for John Gissing,
Fourplay,
The Upside of Anger,
Blankman,
Indian Summer,
Crossing the Bridge,
When Worlds Collide,
No Sad Songs for Me,
The 300 Spartans,
D.O.A.,
The Mississippi Gambler,
Little Fugitive,
Little Fugitive,
Little Fugitive,
The Little Prince,
Movie Movie,
Two for the Road,
Deep in My Heart,
On the Town,
Arabesque,
Damn Yankees,
Royal Wedding,
Blame It on Rio,
It's Always Fair Weather,
Saturn 3,
Funny Face,
Charade,
Seven Brides for Seven Brothers,
Bedazzled,
Singin' in the Rain,
The Last American Hero,
The Groundstar Conspiracy,
Spacehunter: Adventures in the Forbidden Zone,
Mr. Saturday Night,
Forget Paris,
61*,
The Last Kiss,
Someone Like You,
Conviction,
The Shootist,
The Big Steal,
Coogan's Bluff,
Escape from Alcatraz,
Charley Varrick,
Two Mules for Sister Sara,
The Killers,
Flaming Star,
Dirty Harry,
Invasion of the Body Snatchers,
Dirty Harry,
The Smiling Lieutenant,
The Merry Widow,
Trouble in Paradise,
To Be or Not to Be,
Ninotchka,
The Red Balloon,
Resurrection,
A Raisin in the Sun,
"Fort Apache, The Bronx",
Cocoon: The Return,
Lassie,
Mad City,
Betrayed,
Z,
Music Box,
Womanlight,
Eden Is West,
Le Capital,
Adults in the Room,
Amen.,
The Ax,
Missing,
Lumière and Company,
The Skeleton Key,
Hackers,
Curve,
Trap for Cinderella,
Backbeat,
The Wings of the Dove,
Inkheart,
Jaws 3-D,
Jaws: The Revenge,
Warm Springs,
Sybil,
Nightmares,
Coast to Coast,
Day One,
Streets of Laredo,
Abraham,
The Taking of Pelham One Two Three,
Hold-Up,
Crossing Boundaries,
Jawbreaker,
G.B.F.,
The Romantics,
I Belong,
Desert Saints,
Desert Victory,
Desert Victory,
Seven Days to Noon,
Lousy Bastards,
Desire Me,
Tonight and Every Night,
Green Dolphin Street,
Legenda No. 17,
Wolfhound,
Destino,
Yellowbird,
Eleanor's Secret,
The Woodsman,
A Little Bit of Heaven,
Detention,
Bodied,
Torque,
Deterrence,
The Last Castle,
Nothing but the Truth,
Resurrecting the Champ,
The Contender,
The Outpost,
Straw Dogs,
The Haunting of Helena,
Wedlock,
Alligator,
The Jewel of the Nile,
Cat's Eye,
Clownwise,
Love Is Love,
The Rain Fairy,
Život je život,
Líbáš jako ďábel,
You Kiss like a God,
Honeymoon,
Innocence,
Cosy Dens,
Kawasaki's Rose,
Shameless,
Teddy Bear,
Pupendo,
Divided We Fall,
Up and Down,
Big Beat,
Marhuľový ostrov,
As Tears Go By,
Happy Together,
Eros,
My Blueberry Nights,
To Each His Own Cinema,
Fallen Angels,
In the Mood for Love,
The Grandmaster,
Days of Being Wild,
2046,
Love trilogy,
The Blue Tiger,
Broken Promise,
Seven Days of Sin,
It Is Hell with the Princess,
Milos Forman – What Doesn’t Kill You,
Walking with Dinosaurs,
Trail Mix-Up,
Mulan,
Walking with Dinosaurs,
Story of a Godfather,
Lidice,
Fair Game,
Revival,
The Seven Ravens,
Mamas & Papas,
Little Girl Blue,
Deligh,
Perfect Blue,
Tokyo Godfathers,
Paprika,
Millennium Actress,
Little Witch on a Broomstick,
Queen of the Lake,
The Firebird,
Thomas the Falconer,
Three Nuts for Cinderella,
Germany 09,
Beloved Sisters,
The Vow,
Germany 09,
Germany 09,
Hierankl,
Das Tagebuch der Anne Frank,
Winter Journey,
Germany 09,
Germany 09,
Germany 09,
A Hologram for the King,
Three,
The International,
Heaven,
Winter Sleepers,
True,
The Princess and the Warrior,
Cloud Atlas,
Run Lola Run,
Perfume: The Story of a Murderer,
Germany 09,
Me and Kaminski,
Good Bye Lenin!,
Germany 09,
Manila,
Germany 09,
In the Fade,
In July,
The Golden Glove,
Soul Kitchen,
The Edge of Heaven,
The Cut,
Head-On,
"Love, Death and Evil trilogy",
Tschick,
Germany 09,
The Edukators,
Hut in the Woods,
Reclaim Your Brain,
303,
The White Sound,
Germany 09,
Bridges of Sarajevo,
Orly,
Marseille,
"I Was at Home, But",
Germany 09,
The City Below,
Your Friend the Rat,
Devil,
No Escape,
"As Above, So Below",
The Poughkeepsie Tapes,
Quarantine,
The Devil Inside,
Wer,
The Boy,
Seethamma Vakitlo Sirimalle Chettu,
Teeth,
Happy Tears,
Changing Lanes,
Enduring Love,
Notting Hill,
Hyde Park on Hudson,
Morning Glory,
Venus,
Le Week-End,
Blackbird,
Persuasion,
My Cousin Rachel,
The Princess and the Goblin,
Diamant 13,
Disturbing Behavior,
Terminator: The Sarah Connor Chronicles,
3 Strikes,
The Wash,
White Boy Rick,
Alchemy,
Lost in Florence,
That Awkward Moment,
As I Lay Dying,
Future World,
The Institute,
Interior. Leather Bar.,
Child of God,
The Sound and the Fury,
Zeroville,
In Dubious Battle,
The Broken Tower,
The Disaster Artist,
Bears,
Bears,
African Cats,
The Dilemma,
Made in America,
The Paper,
The Beatles: Eight Days a Week,
Presidential Reunion,
Pavarotti,
Ransom,
Far and Away,
Night Shift,
The Missing,
Rush,
The Dark Tower,
Willow,
Apollo 13,
Splash,
Parenthood,
Inferno,
EDtv,
Frost/Nixon,
In the Heart of the Sea,
Star Wars Anthology,
Cinderella Man,
The Da Vinci Code,
Solo: A Star Wars Story,
Black Rock,
The Freebie,
The Boxtrolls,
Open Season,
The Boxtrolls,
Didi – Der Experte,
Cheap Thrills,
Small Crimes,
Cherish,
The Darwin Awards,
Chicago 10,
Kurt Cobain: Montage of Heck,
Jane,
Crossfire Hurricane,
Mirage,
Broken Lance,
The Sniper,
Raintree County,
Anzio,
Walk on the Wild Side,
"Murder, My Sweet",
The Caine Mutiny,
The End of the Affair,
The Carpetbaggers,
"The 5,000 Fingers of Dr. T.",
Rogue Cop,
The Journey of Natty Gann,
The Chosen,
The Sting II,
Big Man on Campus,
Concussion,
We Have Always Lived in the Castle,
Reversal of Fortune,
Amnesia,
Terror's Advocate,
Inju: The Beast in the Shadow,
Before and After,
Single White Female,
Barfly,
Kiss of Death,
Our Lady of the Assassins,
The Pharmacist,
Long Hello and Short Goodbye,
Blaubeerblau,
"See No Evil, Hear No Evil",
Married to It,
Tobruk,
Taking Care of Business,
The Americanization of Emily,
Carpool,
The Babe,
Penelope,
An Alan Smithee Film: Burn Hollywood Burn,
Silver Streak,
The In-Laws,
Outrageous Fortune,
Making Love,
Man of La Mancha,
The Man in the Glass Booth,
Author! Author!,
Angela's Ashes,
Come See the Paradise,
Midnight Express,
The Road to Wellville,
The Life of David Gale,
Mississippi Burning,
Shoot the Moon,
Birdy,
Bugsy Malone,
Evita,
The Commitments,
Angel Heart,
Pink Floyd – The Wall,
A Day in the Life,
The Band's Visit,
The Profane Exhibit,
The House on the Edge of the Park,
Ultimo mondo cannibale,
Cut and Run,
Cannibal Holocaust,
Cannibal Trilogy,
Dead Before Dawn,
Below Her Mouth,
The Misfortunates,
Belgica,
The Broken Circle Breakdown,
Beautiful Boy,
Esther,
Judas,
Maria Magdalena,
Thomas,
The Beverly Hillbillies,
Dudes,
Five,
Senseless,
The Kid & I,
The Little Rascals,
Black Sheep,
The Decline of Western Civilization Part II: The Metal Years,
The Boys Next Door,
Wayne's World,
Drinking Buddies,
Happy Christmas,
Hannah Takes the Stairs,
Nights and Weekends,
V/H/S,
The Flower of Evil,
Torment,
Violette Nozière,
Bellamy,
This Man Must Die,
The Swindle,
Comedy of Power,
The Bridesmaid,
Masks,
A Girl Cut in Two,
The Color of Lies,
Betty,
La Cérémonie,
Story of Women,
Madame Bovary,
The Unfaithful Wife,
A Very Brady Sequel,
12 Men of Christmas,
"Frank McKlusky, C.I.",
I'll Be Home for Christmas,
"Good Luck Charlie, It's Christmas!",
The Economics of Happiness,
The Economics of Happiness,
The Economics of Happiness,
The Cove,
Coneheads,
Electric Dreams,
Mike Bassett: England Manager,
Arabian Nights,
Rat,
The Adventures of Pinocchio,
Treasure Island,
Merlin,
Teenage Mutant Ninja Turtles,
Teenage Mutant Ninja Turtles,
Lady on a Train,
Christmas Holiday,
The Things of Life,
A Simple Story,
Max et les Ferrailleurs,
Nelly and Mr. Arnaud,
A Heart in Winter,
Eyes Without a Face,
Blades of Glory,
Office Christmas Party,
The Switch,
Blades of Glory,
Office Christmas Party,
The Switch,
The Founder,
The Blind Side,
Saving Mr. Banks,
Daddy's Dyin': Who's Got the Will?,
The Killing of a Chinese Bookie,
Faces,
Love Streams,
Gloria,
The Replacement Killers,
Southpaw,
Brooklyn's Finest,
The Guilty (upcoming film),
The Magnificent Seven,
King Arthur,
The Equalizer,
Training Day,
The Equalizer 2,
